userid,version,sum_gamerounds,retention_1,retention_7,treatment,engagement_segment
2585355,gate_30,4,0,0,0,low
2585437,gate_40,6,0,0,1,medium
2585461,gate_30,26,0,0,0,medium
2585695,gate_40,20,1,1,1,medium
2585813,gate_30,32,1,0,0,high
2585941,gate_40,5,0,0,1,medium
2586045,gate_30,90,1,0,0,high
2586408,gate_30,1,0,0,0,low
2586987,gate_40,90,1,0,1,high
2587004,gate_40,2,0,0,1,low
2587076,gate_30,33,0,0,0,high
2587161,gate_30,45,1,1,0,high
2587342,gate_40,7,0,1,1,medium
2587508,gate_30,35,1,0,0,high
2587640,gate_30,15,1,0,0,medium
2587775,gate_40,1,0,0,1,low
2587935,gate_40,13,0,0,1,medium
2588303,gate_40,128,1,1,1,high
2588380,gate_30,39,0,0,0,high
2588393,gate_30,21,1,1,0,medium
2588514,gate_40,2,0,0,1,low
2588665,gate_30,0,0,0,0,non_player
2588695,gate_30,42,1,1,0,high
2588764,gate_30,316,1,1,0,high
2588782,gate_40,455,1,0,1,high
2588960,gate_40,13,0,0,1,medium
2589004,gate_30,8,0,0,0,medium
2589067,gate_40,8,0,0,1,medium
2589109,gate_30,3,0,0,0,low
2589347,gate_40,256,1,1,1,high
2589365,gate_40,58,1,0,1,high
2589485,gate_30,48,0,1,0,high
2589579,gate_30,3,0,0,0,low
2589798,gate_40,7,0,0,1,medium
2590042,gate_30,2,0,0,0,low
2590146,gate_30,37,1,0,0,high
2590169,gate_30,17,0,1,0,medium
2590353,gate_30,47,1,0,0,high
2590407,gate_30,32,1,1,0,high
2590445,gate_40,17,0,0,1,medium
2590651,gate_40,20,1,0,1,medium
2590685,gate_40,5,1,0,1,medium
2590758,gate_40,65,1,0,1,high
2590972,gate_40,12,0,0,1,medium
2590977,gate_40,2,0,0,1,low
2590995,gate_40,6,1,0,1,medium
2591245,gate_40,13,0,0,1,medium
2591262,gate_40,8,0,0,1,medium
2591369,gate_30,20,1,0,0,medium
2591730,gate_40,7,0,0,1,medium
2591764,gate_40,1,0,0,1,low
2591863,gate_40,54,1,0,1,high
2591909,gate_40,21,1,0,1,medium
2592135,gate_40,188,1,1,1,high
2592194,gate_30,1,0,0,0,low
2592210,gate_30,6,0,0,0,medium
2592293,gate_40,6,0,0,1,medium
2592309,gate_40,149,1,1,1,high
2592548,gate_30,15,0,0,0,medium
2592559,gate_30,63,1,0,0,high
2592586,gate_40,30,1,0,1,high
2592595,gate_30,17,1,0,0,medium
2592671,gate_30,2,0,0,0,low
2592782,gate_40,44,1,1,1,high
2592816,gate_30,395,1,1,0,high
2592969,gate_40,0,0,0,1,non_player
2593000,gate_40,11,0,0,1,medium
2593463,gate_40,36,1,0,1,high
2593484,gate_30,1,0,0,0,low
2593555,gate_40,8,0,0,1,medium
2593735,gate_30,14,1,0,0,medium
2593806,gate_40,13,1,0,1,medium
2593888,gate_40,33,1,0,1,high
2593940,gate_30,1,0,0,0,low
2593946,gate_30,0,0,0,0,non_player
2594004,gate_40,26,1,1,1,medium
2594089,gate_30,3,0,0,0,low
2594342,gate_30,24,0,0,0,medium
2594646,gate_40,3,0,0,1,low
2594812,gate_30,1,0,0,0,low
2594860,gate_30,3,0,0,0,low
2594890,gate_40,9,0,0,1,medium
2594923,gate_40,500,1,1,1,high
2594959,gate_30,26,1,0,0,medium
2594961,gate_30,32,1,1,0,high
2595334,gate_30,35,1,0,0,high
2595340,gate_30,1,0,0,0,low
2595361,gate_30,150,1,0,0,high
2595381,gate_40,76,1,0,1,high
2595464,gate_30,49,0,0,0,high
2595559,gate_40,39,1,1,1,high
2595626,gate_30,68,1,0,0,high
2595899,gate_30,5,0,0,0,medium
2596036,gate_40,13,0,0,1,medium
2596069,gate_40,8,0,0,1,medium
2596509,gate_30,9,1,0,0,medium
2596554,gate_30,97,1,0,0,high
2596572,gate_30,4,0,0,0,low
2596583,gate_40,13,0,0,1,medium
2596603,gate_40,17,1,1,1,medium
2596615,gate_40,57,1,1,1,high
2596705,gate_40,43,1,0,1,high
2596738,gate_30,131,1,1,0,high
2596809,gate_40,10,0,0,1,medium
2596994,gate_30,7,0,0,0,medium
2597242,gate_30,16,1,0,0,medium
2597300,gate_30,55,1,0,0,high
2597488,gate_30,4,0,0,0,low
2597533,gate_40,50,1,1,1,high
2597563,gate_30,4,0,0,0,low
2597912,gate_30,0,0,0,0,non_player
2597932,gate_40,15,1,0,1,medium
2597968,gate_40,33,0,0,1,high
2597991,gate_30,2,0,0,0,low
2598063,gate_40,31,1,0,1,high
2598091,gate_40,30,1,0,1,high
2598392,gate_30,7,0,0,0,medium
2598523,gate_40,25,0,0,1,medium
2598653,gate_30,202,1,0,0,high
2598698,gate_40,13,1,0,1,medium
2598804,gate_30,27,1,0,0,medium
2598973,gate_40,17,0,1,1,medium
2599071,gate_30,6,0,0,0,medium
2599094,gate_40,424,1,1,1,high
2599121,gate_30,70,1,0,0,high
2599154,gate_30,11,0,0,0,medium
2599196,gate_30,26,1,0,0,medium
2599320,gate_40,8,1,0,1,medium
2599453,gate_40,32,0,1,1,high
2599518,gate_40,11,0,0,1,medium
2599639,gate_30,20,0,0,0,medium
2599735,gate_30,22,1,0,0,medium
2600199,gate_30,12,0,0,0,medium
2600459,gate_40,40,0,0,1,high
2600627,gate_40,4,0,0,1,low
2600708,gate_40,0,0,0,1,non_player
2600716,gate_30,29,1,0,0,medium
2600726,gate_40,117,1,0,1,high
2600757,gate_40,37,0,0,1,high
2600806,gate_40,39,1,0,1,high
2600853,gate_40,8,0,0,1,medium
2600995,gate_30,4,0,0,0,low
2601138,gate_40,9,0,0,1,medium
2601151,gate_40,25,0,0,1,medium
2601310,gate_30,19,0,0,0,medium
2601342,gate_40,86,1,0,1,high
2601474,gate_40,41,1,0,1,high
2601477,gate_40,0,0,0,1,non_player
2601480,gate_40,8,0,0,1,medium
2601492,gate_30,62,1,1,0,high
2601755,gate_30,15,0,0,0,medium
2601999,gate_30,1,0,0,0,low
2602106,gate_40,56,1,0,1,high
2602255,gate_40,24,1,0,1,medium
2602291,gate_40,290,1,1,1,high
2602759,gate_40,8,0,0,1,medium
2602797,gate_40,4,0,0,1,low
2603695,gate_40,2,0,0,1,low
2603699,gate_40,96,0,0,1,high
2603700,gate_40,35,1,0,1,high
2603739,gate_40,38,1,0,1,high
2603747,gate_40,25,1,0,1,medium
2603770,gate_30,10,1,0,0,medium
2604020,gate_30,14,0,0,0,medium
2604655,gate_40,226,0,0,1,high
2604723,gate_40,2,0,0,1,low
2604892,gate_30,112,1,0,0,high
2604918,gate_40,13,1,0,1,medium
2605046,gate_40,3,0,0,1,low
2605113,gate_30,78,0,0,0,high
2605135,gate_30,72,1,0,0,high
2605242,gate_30,15,0,0,0,medium
2605425,gate_30,12,0,1,0,medium
2605541,gate_30,23,0,0,0,medium
2605900,gate_30,18,1,0,0,medium
2605939,gate_40,16,0,0,1,medium
2606150,gate_30,17,1,0,0,medium
2606180,gate_30,2,0,0,0,low
2606507,gate_40,26,1,0,1,medium
2606748,gate_30,2,0,0,0,low
2606776,gate_40,27,0,0,1,medium
2606802,gate_30,6,0,0,0,medium
2606818,gate_40,173,0,0,1,high
2607121,gate_40,5,0,0,1,medium
2607224,gate_30,0,0,0,0,non_player
2607287,gate_30,50,1,0,0,high
2607534,gate_30,109,1,1,0,high
2607631,gate_40,20,0,0,1,medium
2607920,gate_30,0,0,0,0,non_player
2608195,gate_30,14,0,0,0,medium
2608199,gate_40,57,1,0,1,high
2608285,gate_40,18,0,0,1,medium
2608346,gate_30,261,1,1,0,high
2608363,gate_30,216,1,1,0,high
2608412,gate_30,0,0,0,0,non_player
2608539,gate_30,29,1,0,0,medium
2608623,gate_30,2,0,0,0,low
2608789,gate_40,2,0,0,1,low
2608980,gate_30,66,1,0,0,high
2609021,gate_30,221,1,1,0,high
2609169,gate_40,9,0,0,1,medium
2609324,gate_30,1,0,0,0,low
2609380,gate_40,6,1,0,1,medium
2609595,gate_30,36,0,0,0,high
2609611,gate_30,8,1,0,0,medium
2609652,gate_40,1,0,0,1,low
2609711,gate_40,4,0,0,1,low
2609843,gate_40,3,0,0,1,low
2609901,gate_40,40,1,0,1,high
2609912,gate_30,8,1,0,0,medium
2610056,gate_30,172,1,1,0,high
2610386,gate_30,17,0,0,0,medium
2610543,gate_30,1,0,0,0,low
2610635,gate_30,9,0,0,0,medium
2610667,gate_30,10,0,0,0,medium
2610697,gate_40,27,0,0,1,medium
2610768,gate_40,280,0,1,1,high
2610811,gate_40,129,1,0,1,high
2610855,gate_30,32,0,0,0,high
2610860,gate_30,3,0,0,0,low
2610918,gate_40,78,1,0,1,high
2611157,gate_30,6,0,0,0,medium
2611174,gate_30,22,1,0,0,medium
2611185,gate_30,2,0,0,0,low
2611351,gate_40,106,1,1,1,high
2611392,gate_30,134,1,0,0,high
2611404,gate_40,297,1,1,1,high
2611505,gate_40,1,0,0,1,low
2611562,gate_30,2,0,0,0,low
2611689,gate_30,72,0,0,0,high
2611713,gate_30,1,0,0,0,low
2611792,gate_30,485,1,1,0,high
2611919,gate_30,7,1,0,0,medium
2611941,gate_30,8,0,0,0,medium
2612014,gate_40,46,0,1,1,high
2612072,gate_30,1,0,0,0,low
2612093,gate_40,5,0,0,1,medium
2612112,gate_40,5,0,0,1,medium
2612141,gate_40,24,1,0,1,medium
2612165,gate_40,160,1,1,1,high
2612457,gate_40,20,1,0,1,medium
2612670,gate_40,82,1,0,1,high
2612799,gate_40,96,1,0,1,high
2612848,gate_30,39,1,0,0,high
2612854,gate_40,11,1,0,1,medium
2612869,gate_40,85,1,0,1,high
2613093,gate_40,95,1,0,1,high
2613115,gate_30,4,0,0,0,low
2613145,gate_30,42,1,0,0,high
2613158,gate_40,121,1,1,1,high
2613386,gate_30,108,1,0,0,high
2613518,gate_40,12,0,0,1,medium
2613627,gate_40,4,0,0,1,low
2613846,gate_30,65,1,0,0,high
2613881,gate_40,4,0,0,1,low
2614002,gate_30,15,0,0,0,medium
2614283,gate_30,11,0,0,0,medium
2614367,gate_40,78,1,1,1,high
2614477,gate_30,50,1,0,0,high
2614561,gate_30,14,1,0,0,medium
2614573,gate_40,15,0,0,1,medium
2614679,gate_40,18,1,0,1,medium
2614729,gate_40,49,0,0,1,high
2614733,gate_40,6,0,0,1,medium
2614910,gate_40,7,0,0,1,medium
2615167,gate_40,1,1,0,1,low
2615275,gate_40,2,0,0,1,low
2615360,gate_30,32,0,0,0,high
2615417,gate_30,1,0,0,0,low
2615479,gate_30,25,0,0,0,medium
2615709,gate_30,18,0,0,0,medium
2615742,gate_30,3,0,0,0,low
2615840,gate_30,494,1,1,0,high
2615959,gate_40,16,0,0,1,medium
2615976,gate_30,15,0,0,0,medium
2616046,gate_30,6,0,0,0,medium
2616082,gate_40,56,1,0,1,high
2616131,gate_30,21,1,0,0,medium
2616132,gate_40,1,0,0,1,low
2616134,gate_30,4,0,0,0,low
2616152,gate_30,603,1,1,0,high
2616257,gate_40,11,0,0,1,medium
2616332,gate_40,63,1,1,1,high
2616535,gate_30,50,1,0,0,high
2616753,gate_30,43,1,0,0,high
2616937,gate_30,12,0,0,0,medium
2616964,gate_40,12,0,0,1,medium
2617191,gate_30,69,1,0,0,high
2617203,gate_30,2,0,0,0,low
2617222,gate_40,1,0,0,1,low
2617299,gate_40,82,0,1,1,high
2617973,gate_30,22,1,0,0,medium
2617976,gate_30,154,1,1,0,high
2618086,gate_30,569,1,1,0,high
2618306,gate_40,9,1,0,1,medium
2618435,gate_30,2,0,0,0,low
2618439,gate_40,5,0,0,1,medium
2618471,gate_30,9,0,0,0,medium
2618543,gate_30,8,0,0,0,medium
2618855,gate_40,1,0,1,1,low
2619134,gate_40,26,1,0,1,medium
2619271,gate_30,1,0,0,0,low
2619280,gate_30,6,1,0,0,medium
2619311,gate_30,3,0,0,0,low
2619326,gate_30,14,0,0,0,medium
2619369,gate_40,119,1,0,1,high
2619637,gate_30,20,0,0,0,medium
2619815,gate_30,14,1,1,0,medium
2619840,gate_30,7,0,0,0,medium
2619842,gate_30,15,1,0,0,medium
2619917,gate_40,5,0,0,1,medium
2619997,gate_40,0,0,0,1,non_player
2620016,gate_40,29,1,0,1,medium
2620052,gate_30,928,1,1,0,high
2620354,gate_30,9,0,1,0,medium
2620406,gate_30,17,0,0,0,medium
2620469,gate_30,16,0,0,0,medium
2620545,gate_30,174,1,1,0,high
2620991,gate_40,1,0,0,1,low
2621117,gate_40,19,0,1,1,medium
2621202,gate_30,1,0,0,0,low
2621209,gate_30,1,0,0,0,low
2621247,gate_30,49,1,0,0,high
2621522,gate_40,25,1,0,1,medium
2621533,gate_30,4,0,0,0,low
2621550,gate_40,74,0,0,1,high
2621611,gate_30,1,0,0,0,low
2621741,gate_30,50,1,0,0,high
2621949,gate_40,264,1,1,1,high
2622017,gate_40,228,1,1,1,high
2622360,gate_30,30,0,0,0,high
2622400,gate_30,193,1,1,0,high
2622576,gate_30,149,1,1,0,high
2622610,gate_40,81,1,0,1,high
2622697,gate_40,0,0,0,1,non_player
2622732,gate_30,8,0,0,0,medium
2622747,gate_40,37,0,0,1,high
2622793,gate_40,58,1,1,1,high
2622807,gate_40,1,0,0,1,low
2622826,gate_30,0,0,0,0,non_player
2622887,gate_30,6,0,0,0,medium
2622972,gate_30,13,0,0,0,medium
2622979,gate_40,4,0,0,1,low
2623026,gate_40,0,0,0,1,non_player
2623186,gate_30,5,0,0,0,medium
2623192,gate_40,10,0,0,1,medium
2623381,gate_30,1,0,0,0,low
2623450,gate_30,15,0,0,0,medium
2623466,gate_40,51,1,0,1,high
2623515,gate_30,36,1,0,0,high
2623647,gate_40,17,0,0,1,medium
2623701,gate_30,80,1,0,0,high
2623889,gate_40,72,1,0,1,high
2624022,gate_30,0,0,0,0,non_player
2624054,gate_30,58,1,0,0,high
2624086,gate_30,4,0,0,0,low
2624131,gate_30,281,1,0,0,high
2624220,gate_30,16,0,0,0,medium
2624277,gate_40,8,0,0,1,medium
2624293,gate_30,3,0,0,0,low
2624365,gate_30,0,0,0,0,non_player
2624566,gate_30,89,1,1,0,high
2624596,gate_30,70,1,1,0,high
2624610,gate_30,3,0,0,0,low
2624632,gate_30,44,1,0,0,high
2624932,gate_30,53,0,1,0,high
2625140,gate_30,17,0,0,0,medium
2625199,gate_40,101,1,0,1,high
2625305,gate_30,2,0,0,0,low
2625524,gate_40,1079,1,1,1,high
2625544,gate_40,6,0,0,1,medium
2625832,gate_30,5,0,0,0,medium
2625959,gate_40,23,1,0,1,medium
2626200,gate_30,72,1,0,0,high
2626424,gate_30,5,0,0,0,medium
2626649,gate_40,27,0,0,1,medium
2626757,gate_30,23,1,0,0,medium
2626847,gate_40,29,1,0,1,medium
2626932,gate_40,10,0,0,1,medium
2626952,gate_30,74,1,0,0,high
2627210,gate_40,1,0,0,1,low
2627374,gate_40,2,0,0,1,low
2627517,gate_30,4,1,0,0,low
2627549,gate_40,6,0,0,1,medium
2627753,gate_40,41,0,0,1,high
2627851,gate_40,238,1,1,1,high
2628215,gate_40,36,0,0,1,high
2628491,gate_40,5,0,0,1,medium
2628590,gate_30,245,1,0,0,high
2628597,gate_40,16,0,0,1,medium
2628714,gate_40,0,0,0,1,non_player
2628823,gate_30,5,0,0,0,medium
2628937,gate_30,2,0,0,0,low
2628952,gate_40,82,0,0,1,high
2629021,gate_40,14,0,0,1,medium
2629292,gate_30,69,1,0,0,high
2629298,gate_40,57,1,1,1,high
2629409,gate_40,18,0,0,1,medium
2629454,gate_40,37,0,0,1,high
2629496,gate_40,68,1,0,1,high
2629544,gate_30,2,0,0,0,low
2629565,gate_40,117,0,1,1,high
2629670,gate_30,21,0,0,0,medium
2629673,gate_30,4,0,0,0,low
2629730,gate_40,2,0,0,1,low
2629945,gate_40,2,0,0,1,low
2630143,gate_30,73,0,0,0,high
2630150,gate_40,28,0,0,1,medium
2630190,gate_30,13,0,0,0,medium
2630222,gate_30,5,1,0,0,medium
2630223,gate_30,6,0,0,0,medium
2630336,gate_40,4,0,0,1,low
2630397,gate_30,39,1,0,0,high
2630613,gate_40,125,1,1,1,high
2630652,gate_30,4,0,0,0,low
2631049,gate_30,7,0,0,0,medium
2631102,gate_30,1,1,0,0,low
2631326,gate_40,3,0,0,1,low
2631369,gate_40,2,0,0,1,low
2631688,gate_30,11,0,0,0,medium
2631858,gate_30,36,1,1,0,high
2631984,gate_40,2,0,0,1,low
2631999,gate_30,1,0,0,0,low
2632267,gate_30,7,0,0,0,medium
2632330,gate_30,66,1,0,0,high
2632512,gate_40,2,0,0,1,low
2632533,gate_30,11,0,0,0,medium
2632666,gate_30,42,1,0,0,high
2632889,gate_30,256,1,0,0,high
2632896,gate_30,4,0,0,0,low
2632900,gate_30,1,0,0,0,low
2633047,gate_30,1,0,0,0,low
2633115,gate_40,11,0,0,1,medium
2633151,gate_30,1,0,0,0,low
2633263,gate_40,391,1,1,1,high
2633691,gate_30,26,0,0,0,medium
2633975,gate_30,57,1,0,0,high
2633988,gate_40,156,1,1,1,high
2634065,gate_40,1,0,0,1,low
2634131,gate_40,204,1,0,1,high
2634294,gate_30,175,1,1,0,high
2634371,gate_40,8,0,0,1,medium
2634400,gate_40,70,0,1,1,high
2634407,gate_30,0,0,0,0,non_player
2634899,gate_30,97,0,0,0,high
2634909,gate_30,45,1,0,0,high
2634935,gate_40,38,0,1,1,high
2634992,gate_30,7,0,0,0,medium
2635049,gate_30,8,0,0,0,medium
2635072,gate_30,355,1,0,0,high
2635144,gate_30,90,1,0,0,high
2635182,gate_30,23,1,1,0,medium
2635197,gate_40,73,1,0,1,high
2635206,gate_40,7,0,1,1,medium
2635311,gate_30,27,1,0,0,medium
2635333,gate_30,28,0,0,0,medium
2635513,gate_40,39,1,1,1,high
2635535,gate_40,21,1,0,1,medium
2635539,gate_30,15,0,0,0,medium
2635626,gate_40,34,0,1,1,high
2635818,gate_40,9,0,0,1,medium
2635965,gate_30,4,1,0,0,low
2636209,gate_40,3,0,0,1,low
2636221,gate_40,49,0,0,1,high
2636242,gate_40,96,1,0,1,high
2636254,gate_30,8,1,0,0,medium
2636369,gate_40,18,1,0,1,medium
2636377,gate_40,37,0,1,1,high
2636382,gate_30,9,1,0,0,medium
2636527,gate_40,3,0,0,1,low
2636879,gate_40,11,1,1,1,medium
2637166,gate_40,2,0,0,1,low
2637184,gate_40,11,1,0,1,medium
2637210,gate_40,16,1,0,1,medium
2637368,gate_30,9,1,0,0,medium
2637526,gate_30,17,1,0,0,medium
2637770,gate_30,212,0,1,0,high
2638144,gate_40,17,0,0,1,medium
2638403,gate_30,0,0,0,0,non_player
2638474,gate_40,9,1,0,1,medium
2638655,gate_40,19,0,0,1,medium
2638699,gate_30,2,0,0,0,low
2638875,gate_30,19,1,0,0,medium
2638915,gate_30,42,1,0,0,high
2639164,gate_40,174,1,1,1,high
2639282,gate_40,0,0,0,1,non_player
2639674,gate_40,73,1,0,1,high
2639839,gate_30,187,1,0,0,high
2640111,gate_40,23,0,0,1,medium
2640179,gate_30,5,0,0,0,medium
2640287,gate_40,7,1,0,1,medium
2640338,gate_30,4,0,0,0,low
2640339,gate_40,24,1,0,1,medium
2640352,gate_40,11,1,0,1,medium
2640394,gate_30,26,0,0,0,medium
2640408,gate_40,3,0,0,1,low
2640440,gate_30,554,1,1,0,high
2640587,gate_40,27,1,0,1,medium
2640659,gate_30,19,0,0,0,medium
2640676,gate_40,180,1,1,1,high
2640747,gate_40,280,1,0,1,high
2640837,gate_40,3,0,0,1,low
2640984,gate_30,6,0,0,0,medium
2640987,gate_40,13,1,0,1,medium
2641071,gate_40,5,0,0,1,medium
2641083,gate_30,18,0,0,0,medium
2641165,gate_40,20,1,0,1,medium
2641518,gate_40,2,0,0,1,low
2641812,gate_30,10,0,0,0,medium
2641958,gate_30,22,1,0,0,medium
2642025,gate_30,231,1,1,0,high
2642088,gate_40,56,0,0,1,high
2642096,gate_40,17,0,0,1,medium
2642139,gate_30,1,0,0,0,low
2642305,gate_30,9,0,0,0,medium
2642386,gate_40,321,1,1,1,high
2642460,gate_40,57,1,0,1,high
2642502,gate_30,8,1,0,0,medium
2642566,gate_40,9,0,0,1,medium
2642604,gate_40,5,1,0,1,medium
2642833,gate_30,3,0,0,0,low
2642861,gate_40,38,0,0,1,high
2642870,gate_30,43,0,0,0,high
2643024,gate_30,5,0,0,0,medium
2643091,gate_40,74,1,0,1,high
2643168,gate_30,31,0,0,0,high
2643259,gate_30,32,1,0,0,high
2643352,gate_30,121,0,1,0,high
2643415,gate_30,2,0,0,0,low
2643493,gate_40,146,1,1,1,high
2643533,gate_30,0,0,0,0,non_player
2643830,gate_30,133,1,0,0,high
2644079,gate_40,28,0,0,1,medium
2644128,gate_40,16,0,1,1,medium
2644151,gate_40,34,1,0,1,high
2644180,gate_40,0,0,0,1,non_player
2644204,gate_40,344,1,1,1,high
2644229,gate_30,44,0,1,0,high
2644429,gate_30,168,1,0,0,high
2644461,gate_30,67,1,0,0,high
2644847,gate_30,3,0,0,0,low
2645003,gate_40,6,0,0,1,medium
2645191,gate_30,14,1,0,0,medium
2645351,gate_30,55,1,0,0,high
2645427,gate_30,3,0,0,0,low
2645696,gate_40,2,0,0,1,low
2645731,gate_40,4,0,0,1,low
2645861,gate_30,16,1,0,0,medium
2645890,gate_40,105,1,0,1,high
2645919,gate_40,26,0,0,1,medium
2646075,gate_30,0,0,0,0,non_player
2646312,gate_40,12,0,0,1,medium
2646444,gate_30,115,1,1,0,high
2646505,gate_40,66,1,1,1,high
2646528,gate_40,35,0,1,1,high
2646553,gate_30,9,0,1,0,medium
2646779,gate_40,459,1,1,1,high
2646893,gate_30,42,1,0,0,high
2647200,gate_30,3,0,0,0,low
2647277,gate_30,0,0,0,0,non_player
2647438,gate_30,3,0,0,0,low
2647474,gate_30,35,0,0,0,high
2647662,gate_40,14,0,0,1,medium
2647739,gate_40,0,0,0,1,non_player
2647846,gate_30,39,0,0,0,high
2647964,gate_30,491,1,1,0,high
2648313,gate_30,0,0,0,0,non_player
2648347,gate_30,15,1,0,0,medium
2648601,gate_40,80,1,0,1,high
2648644,gate_30,3,1,0,0,low
2648654,gate_30,3,0,0,0,low
2648905,gate_30,1,0,0,0,low
2649020,gate_40,13,0,0,1,medium
2649127,gate_40,8,1,0,1,medium
2649141,gate_40,105,1,0,1,high
2649150,gate_40,50,0,1,1,high
2649300,gate_40,15,0,0,1,medium
2649383,gate_40,24,1,0,1,medium
2649810,gate_40,23,0,0,1,medium
2649836,gate_30,5,0,0,0,medium
2650146,gate_30,18,0,0,0,medium
2650165,gate_40,735,1,1,1,high
2650190,gate_40,22,1,0,1,medium
2650232,gate_30,0,0,0,0,non_player
2650370,gate_40,18,1,0,1,medium
2650452,gate_40,10,1,1,1,medium
2650876,gate_40,81,1,1,1,high
2651073,gate_30,8,1,0,0,medium
2651101,gate_30,184,0,1,0,high
2651252,gate_40,38,1,0,1,high
2651347,gate_40,71,0,0,1,high
2651445,gate_30,64,0,1,0,high
2651704,gate_40,3,0,0,1,low
2651792,gate_40,2,0,0,1,low
2651794,gate_30,0,0,0,0,non_player
2651975,gate_40,131,1,0,1,high
2652116,gate_30,0,0,0,0,non_player
2652206,gate_30,7,0,0,0,medium
2652594,gate_40,105,1,0,1,high
2652652,gate_40,30,1,0,1,high
2652655,gate_30,295,1,0,0,high
2652679,gate_30,99,1,0,0,high
2652687,gate_30,31,0,0,0,high
2652720,gate_40,8,1,1,1,medium
2652727,gate_30,599,1,1,0,high
2652797,gate_30,2,0,0,0,low
2652891,gate_40,16,0,0,1,medium
2652950,gate_40,54,1,1,1,high
2653265,gate_40,23,0,1,1,medium
2653418,gate_30,7,0,0,0,medium
2653557,gate_40,28,0,0,1,medium
2653702,gate_30,1,0,0,0,low
2653851,gate_30,21,0,0,0,medium
2654023,gate_40,1,0,0,1,low
2654101,gate_40,38,0,0,1,high
2654315,gate_40,18,1,0,1,medium
2654337,gate_40,27,1,0,1,medium
2654561,gate_40,0,0,0,1,non_player
2655237,gate_30,1,0,0,0,low
2655489,gate_40,1,0,0,1,low
2655490,gate_30,40,1,1,0,high
2655538,gate_40,4,0,0,1,low
2655616,gate_30,9,0,0,0,medium
2655628,gate_30,0,0,0,0,non_player
2655691,gate_30,21,1,0,0,medium
2655726,gate_30,65,1,1,0,high
2655740,gate_40,256,1,1,1,high
2655833,gate_30,52,1,0,0,high
2655855,gate_40,227,1,1,1,high
2655903,gate_30,94,0,0,0,high
2655977,gate_40,6,0,0,1,medium
2656011,gate_40,108,1,1,1,high
2656212,gate_40,1,0,0,1,low
2656297,gate_40,11,1,0,1,medium
2656326,gate_40,34,0,0,1,high
2656379,gate_30,6,1,0,0,medium
2656411,gate_40,63,1,1,1,high
2656639,gate_40,22,0,0,1,medium
2657001,gate_30,0,0,0,0,non_player
2657016,gate_30,499,1,1,0,high
2657214,gate_40,5,1,0,1,medium
2657294,gate_30,6,1,0,0,medium
2657325,gate_30,3,0,0,0,low
2657361,gate_30,167,1,0,0,high
2657362,gate_30,1,0,0,0,low
2657390,gate_40,6,0,0,1,medium
2657419,gate_30,7,1,0,0,medium
2657481,gate_40,14,0,0,1,medium
2657529,gate_30,38,1,0,0,high
2657627,gate_30,2,0,0,0,low
2657682,gate_40,6,0,0,1,medium
2657876,gate_40,28,1,0,1,medium
2657903,gate_30,58,0,1,0,high
2657952,gate_40,2,0,0,1,low
2658134,gate_30,0,0,1,0,non_player
2658161,gate_30,118,1,1,0,high
2658369,gate_30,44,0,0,0,high
2658480,gate_40,26,0,0,1,medium
2658491,gate_30,1,0,0,0,low
2658541,gate_30,9,0,0,0,medium
2658562,gate_30,8,0,0,0,medium
2658707,gate_30,96,1,1,0,high
2658941,gate_30,67,1,0,0,high
2658954,gate_40,1,1,0,1,low
2658962,gate_30,17,0,0,0,medium
2658998,gate_30,8,0,0,0,medium
2659350,gate_30,52,1,1,0,high
2659386,gate_30,206,1,1,0,high
2659507,gate_30,102,0,1,0,high
2659840,gate_40,34,1,0,1,high
2660109,gate_30,5,0,0,0,medium
2660482,gate_30,12,1,0,0,medium
2660494,gate_30,4,0,0,0,low
2660607,gate_40,8,0,0,1,medium
2660710,gate_40,5,0,0,1,medium
2660803,gate_30,6,0,0,0,medium
2660877,gate_40,1,0,0,1,low
2660881,gate_40,66,0,1,1,high
2660958,gate_40,91,1,1,1,high
2660988,gate_30,191,1,0,0,high
2661021,gate_40,65,1,1,1,high
2661034,gate_40,0,0,0,1,non_player
2661131,gate_30,14,0,0,0,medium
2661144,gate_40,1,0,0,1,low
2661387,gate_40,28,1,0,1,medium
2661468,gate_30,5,0,0,0,medium
2661488,gate_40,3,0,0,1,low
2661692,gate_30,26,0,0,0,medium
2661719,gate_30,2,0,0,0,low
2661729,gate_30,110,1,0,0,high
2662047,gate_30,541,1,1,0,high
2662498,gate_40,25,0,0,1,medium
2662502,gate_30,32,1,0,0,high
2662564,gate_30,14,1,1,0,medium
2662861,gate_40,8,0,0,1,medium
2662945,gate_40,67,1,0,1,high
2662947,gate_30,6,0,0,0,medium
2663063,gate_30,1,0,0,0,low
2663151,gate_30,168,0,1,0,high
2663162,gate_40,14,1,0,1,medium
2663184,gate_40,260,1,1,1,high
2663214,gate_40,5,0,0,1,medium
2663317,gate_40,62,1,1,1,high
2663373,gate_40,21,0,0,1,medium
2663390,gate_30,130,1,1,0,high
2663420,gate_30,1,0,0,0,low
2663525,gate_40,2,0,0,1,low
2663598,gate_30,11,0,0,0,medium
2663643,gate_30,242,1,0,0,high
2663889,gate_40,10,1,0,1,medium
2663915,gate_40,5,0,0,1,medium
2664337,gate_40,488,1,1,1,high
2664432,gate_30,3,0,0,0,low
2664451,gate_40,79,1,0,1,high
2664455,gate_40,21,1,0,1,medium
2664534,gate_30,3,0,0,0,low
